timestamp_utc,prediction,forecast_q10,forecast_q90,fold
2024-03-28 19:00:00+00:00,101.50601959228516,80.37626815795899,118.6935086517334,fold_2
2024-03-28 20:00:00+00:00,89.02661895751953,67.82147680664062,106.21410801696777,fold_2
2024-03-28 21:00:00+00:00,83.93047332763672,62.69106555175781,101.11796238708496,fold_2
2024-03-28 22:00:00+00:00,74.28714752197266,53.01235668945313,91.4746365814209,fold_2
2024-03-28 23:00:00+00:00,69.31651306152344,47.83248815917969,86.50400212097168,fold_2
2024-03-29 00:00:00+00:00,67.4871597290039,45.93601443481445,84.67464878845215,fold_2
2024-03-29 01:00:00+00:00,56.15155029296875,34.50076864624023,73.33903935241699,fold_2
2024-03-29 02:00:00+00:00,56.00514221191406,34.1837629699707,73.1926312713623,fold_2
2024-03-29 03:00:00+00:00,60.10408782958984,38.242753662109365,77.29157688903808,fold_2
2024-03-29 04:00:00+00:00,65.79277038574219,43.80352746582031,82.98025944519043,fold_2
2024-03-29 05:00:00+00:00,75.37132263183594,53.32233386230469,92.55881169128418,fold_2
2024-03-29 06:00:00+00:00,75.79998779296875,53.530779296875004,92.98747685241699,fold_2
2024-03-29 07:00:00+00:00,75.7597427368164,53.262957092285156,92.91235195922852,fold_2
2024-03-29 08:00:00+00:00,57.753753662109375,35.17748208618164,74.89118601989746,fold_2
2024-03-29 09:00:00+00:00,49.02221298217773,26.239828887939446,66.1141321105957,fold_2
2024-03-29 10:00:00+00:00,44.73295211791992,21.53809979248047,61.8248712463379,fold_2
2024-03-29 11:00:00+00:00,34.44767761230469,11.101036437988277,51.539596740722665,fold_2
2024-03-29 12:00:00+00:00,31.230100631713867,7.883459457397457,48.322019760131845,fold_2
2024-03-29 13:00:00+00:00,20.221010208129883,-3.1256309661865274,37.27208738708497,fold_2
2024-03-29 14:00:00+00:00,28.278839111328125,4.932197937011715,45.27311851501466,fold_2
2024-03-29 15:00:00+00:00,51.88567733764648,28.539036163330067,68.63312609863283,fold_2
2024-03-29 16:00:00+00:00,58.70138168334961,35.3547405090332,75.40419735717774,fold_2
2024-03-29 17:00:00+00:00,80.56704711914062,57.220405944824215,97.26986279296875,fold_2
2024-03-29 18:00:00+00:00,82.5427017211914,59.196060546874996,99.24551739501953,fold_2
2024-03-29 19:00:00+00:00,67.0705795288086,43.723938354492184,83.77339520263672,fold_2
2024-03-29 20:00:00+00:00,61.16207885742188,37.81543768310547,77.90952761840825,fold_2
2024-03-29 21:00:00+00:00,56.62835693359375,33.28171575927734,73.37580569458011,fold_2
2024-03-29 22:00:00+00:00,53.71156311035156,30.364921936035152,70.45901187133792,fold_2
2024-03-29 23:00:00+00:00,50.0125617980957,26.665920623779293,66.71537747192383,fold_2
2024-03-30 00:00:00+00:00,41.16075897216797,17.81411779785156,57.863574645996096,fold_2
2024-03-30 01:00:00+00:00,40.14713287353516,16.800491699218753,56.84994854736328,fold_2
2024-03-30 02:00:00+00:00,35.10205841064453,11.755417236328121,51.80487408447266,fold_2
2024-03-30 03:00:00+00:00,31.15986442565918,7.8132232513427695,47.86268009948731,fold_2
2024-03-30 04:00:00+00:00,32.749698638916016,9.403057464599605,49.45251431274414,fold_2
2024-03-30 05:00:00+00:00,29.00003242492676,5.653391250610351,45.74748118591312,fold_2
2024-03-30 06:00:00+00:00,25.373735427856445,2.027094253540035,42.363230484008795,fold_2
