model,n,pooled_coverage,pooled_frac_below,pooled_frac_above,mean_width,median_width,interval_score
xgboost_full,25938,0.7911943866142339,0.10602205258693809,0.10278356079882797,47.10688040837802,45.83860084533691,80.82847541896784
xgboost_tier1,25938,0.8054977253450536,0.09603670290693192,0.0984655717480145,73.05594468839821,70.81281314849853,117.6004719214667
