fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,8398,0.8,0.8203143605620385,0.0931174089068826,0.08656823053107883
fold_2,8782,0.8,0.7852425415622865,0.10293782737417445,0.11181963106353905
fold_3,6551,0.8,0.8052205770111434,0.10181651656235689,0.09296290642649978
regime_stress_test,2207,0.8,0.8305391934753058,0.06252831898504757,0.10693248753964658
