bucket,mae,rmse,median_ae,n
negative_price,19.803407642373074,27.542840761628174,15.83595695166375,525
price_gt_200,85.94708691170112,109.4480101451175,69.84212453271992,110
price_gt_500,375.94356776086136,375.94356776086136,375.94356776086136,1
