hour_local,mae,rmse,median_ae,n
0,30.007500000000004,42.60139906707909,18.275000000000002,364
1,30.417123287671235,44.01181321804097,17.199999999999996,365
2,30.47241095890411,44.23798759635595,17.75,365
3,31.169479452054794,45.03402650234263,17.960000000000008,365
4,31.263315068493153,45.164082174114164,17.75999999999999,365
5,30.367013698630135,43.61472151866483,17.489999999999995,365
6,30.703808219178082,42.25406106445103,21.78,365
7,33.948191780821915,48.36421025045985,21.89,365
8,33.27690410958904,46.06106474242079,23.140000000000015,365
9,33.028082191780825,46.002897070772725,22.50999999999999,365
10,34.28947945205479,47.09840400402149,23.680000000000007,365
11,36.38465753424657,48.77160301111675,25.340000000000003,365
12,38.728136986301365,51.346165387495105,27.419999999999987,365
13,40.594986301369865,55.53046198209777,29.09,365
14,41.865095890410956,64.70930619696946,28.349999999999994,365
15,40.73243835616439,60.03817101792894,29.36,365
16,37.24860273972603,51.276630998685384,25.58,365
17,34.535397260273974,49.54594948817645,22.439999999999998,365
18,33.86194520547945,48.962454038573796,20.060000000000002,365
19,37.01169863013699,56.16226928980721,23.539999999999992,365
20,34.73109589041096,50.4320922423927,24.36,365
21,29.990547945205478,41.205569961965224,20.490000000000002,365
22,26.477726027397257,37.08749762016881,18.090000000000018,365
23,26.251428571428573,37.73718166040397,15.560000000000002,364
