bucket,mae,rmse,median_ae,n
negative_price,66.61260436897658,81.7673203725003,61.10738830566406,301
price_gt_200,54.710202151707236,76.66490921055716,44.6042333984375,112
price_gt_500,361.66356994628904,361.66356994628904,361.66356994628904,1
