hour_local,mae,rmse,median_ae,n
0,18.919986055559217,24.645821254147602,15.694954097651667,365
1,18.758339887548455,24.078917311400208,16.594527958301015,366
2,19.17242966893614,24.085595996923406,17.58823592341041,366
3,19.22995239417435,24.14965638087772,17.869356021232004,366
4,19.172792006974642,24.091034155924156,16.787266561857464,366
5,18.915554009429027,24.47961112555417,15.562524835765345,366
6,18.78890855041956,25.000006085020075,15.277642231047075,366
7,23.642277053772403,37.97725594426239,16.716512299949684,366
8,22.060390901161732,36.7399897239603,15.697550700346504,366
9,19.803804533191073,33.85170404106819,14.526570338426673,366
10,19.008344758599836,30.106466618824385,14.088172748832314,366
11,20.76578756870896,30.042872436336122,16.624047301049917,366
12,21.031378252840735,29.44684805557208,17.69272525772644,366
13,21.37316042366435,30.432133613973107,16.917260439317356,366
14,21.2343659519208,31.267165505560506,17.252658831554164,366
15,21.1276157275993,36.37119756106756,15.19471095589553,366
16,22.841948210441245,45.352313029747194,14.756145330866325,366
17,24.701918559378935,55.88759030317207,14.2303564651654,366
18,25.538932406559393,49.388098365097505,15.288582700405243,366
19,27.649326949969154,47.73593083511071,16.552421600678436,366
20,24.593956756724204,37.019369321405044,18.366034580031346,366
21,18.54920789163707,24.437363856930457,14.646268268039833,366
22,17.368224637704003,22.47338381019153,15.003481471227246,366
23,17.596911162704185,22.705021104581633,14.151613348466228,365
