hour_local,mae,rmse,median_ae,n
0,13.446102605911149,17.28773776190253,11.19516815185547,365
1,13.358610180238555,17.217741661066636,10.445448913574218,366
2,13.60333115691696,17.51064295511825,10.706375274658207,366
3,13.72363292444599,17.798240863506166,11.248010482788086,366
4,14.121778722252351,18.473295911222486,11.161492309570313,366
5,13.870800059173927,18.646807529567276,10.771482543945314,366
6,14.187206978407064,18.56528033559052,11.385532684326169,366
7,18.825531421479223,30.9233858200179,13.219205932617186,366
8,17.22176364788918,28.900852754513082,11.706136665344241,366
9,16.063294493187975,26.98637732383508,12.670635299682615,366
10,15.580084063348876,24.364238220895814,11.205692138671878,366
11,15.896316429891222,23.72421489758473,11.482730712890628,366
12,15.76660184559397,22.976459938628317,11.38628608703613,366
13,16.257505467916776,23.871495100543246,11.59987759590149,366
14,16.273546624229255,24.827019089110525,12.416861267089843,366
15,17.009842970740927,29.44674499541879,11.691394805908207,366
16,18.443268502475135,37.57463293321157,11.67965606689453,366
17,19.982888946285666,47.05384366747764,11.5271305847168,366
18,22.231268113141503,42.75481802791815,14.218215026855468,366
19,24.286719855584735,42.93741273127338,15.433473663330084,366
20,21.589779615669304,34.02274701557884,13.719808959960943,366
21,14.996537275027709,20.295204797642597,10.597855072021481,366
22,13.158705318286772,16.962003010071275,10.804379119873047,366
23,12.634757383196321,16.579086246987377,9.6368569946289,365
