hour_local,mae,rmse,median_ae,n
0,17.92377289377289,27.33616608433736,10.169999999999987,273
1,17.192564102564102,26.57501999144662,9.040000000000006,273
2,17.277536764705882,26.282914441593377,9.270000000000003,272
3,17.65197802197802,26.945729238152456,9.949999999999989,273
4,17.143589743589747,26.029244401299167,11.310000000000002,273
5,17.2378021978022,26.32495266094001,11.409999999999997,273
6,24.646190476190476,34.46633085013637,17.450000000000003,273
7,32.95882783882784,45.9448604626285,23.900000000000006,273
8,36.371208791208794,52.37661056297872,25.830000000000013,273
9,34.119523809523805,46.94834192128098,23.74000000000001,273
10,30.775970695970695,43.17276699791675,19.400000000000006,273
11,28.63919413919414,41.28126442678316,18.099999999999994,273
12,29.7932967032967,43.80218065807832,20.07,273
13,31.055164835164835,46.266281244765935,17.789999999999992,273
14,30.9170695970696,44.58818814004132,18.439999999999998,273
15,28.17238095238095,40.915267728970484,18.390000000000015,273
16,27.808534798534797,43.383394643218395,15.870000000000005,273
17,32.47424908424909,54.17106518855803,18.129999999999995,273
18,29.47688644688645,48.420044327468275,15.460000000000008,273
19,33.97065934065934,57.591266352401554,18.650000000000006,273
20,34.28677655677656,50.75803653505298,20.810000000000002,273
21,24.625091575091577,38.55385573853402,15.200000000000003,273
22,15.98278388278388,24.86931251084164,9.450000000000003,273
23,14.459194139194139,21.698186669901812,9.459999999999994,273
