bucket,mae,rmse,median_ae,n
negative_price,14.06689042868545,20.296195237715306,11.174508361816407,457
price_gt_200,114.57610406446825,152.29211735954058,87.58338378906251,129
price_gt_500,337.86794551595057,349.8117544902319,316.6670166015625,15
