hour_local,mae,rmse,median_ae,n
0,21.061585762414065,29.108978612840055,15.934799716202932,364
1,21.483654810381246,29.71555517374558,15.427613632280185,365
2,21.955203085182568,29.774624472333848,16.53538554904985,365
3,21.926470486326874,29.750613353874858,15.932714324662584,365
4,22.0135513283252,29.811617743722945,15.693957935931476,365
5,21.114779756998207,28.57161914671452,15.806715369907963,365
6,20.883860391184086,28.33056197388477,15.123827141714287,365
7,23.76012075829555,32.91530370936794,16.996215198725196,365
8,23.32851612702747,32.107263900164966,17.00942686802705,365
9,22.535742037426814,30.798256469316712,17.793245318732914,365
10,23.009127677030826,30.95924208127562,18.064264926689518,365
11,23.630063532933637,32.117371770060025,19.23664754052824,365
12,25.03403323295502,33.87460044995987,18.40371352044383,365
13,26.547250100257248,37.25656648346119,18.931108624601237,365
14,27.831319524689853,45.54326142708995,17.346383172914138,365
15,26.956233410566018,41.025796364900465,18.642744442827762,365
16,24.18879426788333,32.67487047059045,18.032806631568427,365
17,22.692115214421623,30.458888359944023,16.98221083418082,365
18,23.126952431133756,31.897670734985592,16.76284053561558,365
19,27.30172213044663,41.67539565460552,19.34805701170103,365
20,24.247802500571453,35.59485839507708,18.05516377309027,365
21,20.037767113013505,27.648086246775225,14.903126686503981,365
22,18.14134818042056,25.123554800304625,13.090217536058987,365
23,19.17928224232944,26.910452192140028,13.56654311880552,364
