bucket,mae,rmse,median_ae,n
negative_price,18.032922490791194,29.518472131871793,10.766030769348145,525
price_gt_200,85.84377170632104,107.73485873898903,64.39179901123049,110
price_gt_500,326.647314453125,326.647314453125,326.647314453125,1
