hour_local,mae,rmse,median_ae,n
0,11.323052709251098,15.403982240381849,8.430605163574214,273
1,11.099671039284368,15.217610387126811,8.121003723144526,273
2,11.239139310998075,14.83969299435547,8.646991882324222,272
3,11.447327206807257,15.243824895304623,8.547835083007811,273
4,11.37891782299503,15.188700466812131,8.438002014160162,273
5,11.236295972272153,14.823607043324843,8.773107604980467,273
6,13.327567538760956,17.42120193578244,9.80719970703125,273
7,15.629103626034635,21.17831648395103,13.577718505859366,273
8,17.453423204282263,25.767942386528084,13.496495666503904,273
9,15.601280721535176,21.969916281690182,12.157636413574224,273
10,17.49973229764227,25.037710251953783,12.230223388671874,273
11,19.078342023950356,27.018207893219127,13.648029327392578,273
12,19.857479345105833,29.805938244876863,12.898193016052247,273
13,21.247794279324047,32.953205409247545,13.484403228759765,273
14,20.51329474392828,30.73415873275481,13.058226013183594,273
15,18.886320023835797,26.48406932479334,12.80015625,273
16,19.115719316274255,28.97088816330421,14.486346435546878,273
17,20.915818794464673,35.654745480955754,15.342009277343749,273
18,20.085345670679114,33.06595009360818,13.064043579101565,273
19,22.960542536585326,38.79914368396411,15.072196350097656,273
20,21.720731182028523,33.1620126675125,15.746362304687494,273
21,17.882498239929426,26.720469453880042,12.88686828613281,273
22,13.90857152414846,18.742302667035712,10.940534057617185,273
23,11.898933881315994,15.948879372790087,8.980302429199213,273
