bucket,mae,rmse,median_ae,n
negative_price,43.39008091656593,51.46486685451634,40.14918121337891,457
price_gt_200,142.40901376413746,179.25764442480516,107.3107061767578,129
price_gt_500,373.0852235514323,385.0795075777686,373.2928717041016,15
