hour_local,mae,rmse,median_ae,n
0,16.67880251370943,24.286920729878783,10.591820678710945,273
1,15.882401019085895,23.89444225159758,9.98868103027344,273
2,15.511947153315827,23.698427586378894,9.458722991943361,272
3,15.690808618566495,24.164324675607915,9.658270874023444,273
4,15.258995350987918,23.262107689638082,10.027358856201175,273
5,14.973928819314029,22.987257972154637,10.022822570800784,273
6,18.085753661774017,26.333498057399723,13.445496826171876,273
7,22.91380849887163,32.53781199808839,15.578889770507814,273
8,25.267250252957744,37.442741350877725,16.55660522460937,273
9,23.843025197861614,33.7971890008675,16.543145141601556,273
10,25.169247932023616,34.853936399280435,18.096942138671878,273
11,27.729161157490136,37.14131061234882,23.00595321655274,273
12,29.79459984861833,40.50778298221656,25.350582122802734,273
13,31.250508290861116,43.31530629718508,24.831834106445314,273
14,29.504292519144954,40.62628540272222,23.93305541992187,273
15,26.562664505953425,36.3316034119625,20.665492248535145,273
16,25.957211401069557,38.433624993474794,17.16165618896484,273
17,26.350102564913012,45.0412699234736,13.388567199707026,273
18,25.6453544147198,41.9602579846492,14.985358276367194,273
19,28.838510878566417,48.78875520134117,15.817468261718744,273
20,28.524973541930482,43.04602649981394,16.583648681640625,273
21,21.710148935841993,34.03203434874033,13.205697326660157,273
22,15.153166246239516,22.807317617813045,9.834908447265619,273
23,13.691566427042195,20.27822961220168,8.633810424804693,273
