bucket,mae,rmse,median_ae,n
negative_price,26.823980952380953,42.14071326039983,13.129999999999999,525
price_gt_200,111.62745454545453,138.14371278425298,92.96999999999998,110
price_gt_500,433.73,433.73,433.73,1
