hour_local,mae,rmse,median_ae,n
0,20.37100152487283,29.546088508951097,13.793424224853517,364
1,20.590972641827307,30.426599777184666,12.833850097656253,365
2,21.0788416740731,30.894959931049303,12.910097656250002,365
3,21.46311221574757,31.373899643791997,14.582607421874997,365
4,21.433854836032815,31.444904895205397,13.268753051757812,365
5,20.754787399291992,29.7679903094422,13.192677001953129,365
6,21.87281723482315,30.025703515244853,15.189793395996091,365
7,24.179035719989102,33.599573414093314,16.490962219238284,365
8,23.86563493430778,32.515824533558714,18.319723510742193,365
9,22.496975442755712,30.980723991148704,15.857897949218753,365
10,24.477368243178272,32.75492656171574,19.846341552734373,365
11,26.03461826104987,35.03023313037375,19.25022918701172,365
12,27.93567647144892,38.1472502689794,20.622063598632806,365
13,30.38643896379863,42.715678513944184,22.616867370605462,365
14,31.219517959281184,48.87582906846527,22.449590454101568,365
15,29.18751708754448,44.20627535067347,19.952160339355466,365
16,25.720533874929764,35.58331034016906,18.626116027832026,365
17,22.964493422834842,31.54276642587051,17.283620300292966,365
18,23.415186304379816,32.70037393982735,16.778565979003908,365
19,28.32241321072513,43.33848529226891,19.02331909179688,365
20,25.16510764636733,37.11903203078688,17.634144287109365,365
21,20.57000166007264,28.75166416833016,14.782814941406244,365
22,17.59490278876318,25.284110520825706,11.339865417480468,365
23,17.877265164511545,26.630300358761904,11.267340240478518,364
