bucket,mae,rmse,median_ae,n
negative_price,37.6176689127187,49.05604097280526,33.23910827636719,525
price_gt_200,105.54799098621717,127.90664884635162,85.6795394897461,110
price_gt_500,404.1716369628906,404.1716369628906,404.1716369628906,1
