model,mae,rmse,median_ae,n
lag_24,27.204173327243662,40.295541266189055,16.730000000000004,8758
lag_168,33.641136104133366,48.23148979712095,21.88999999999999,8758
elasticnet_full,19.602451922774456,27.496482565976198,14.654320078418628,8758
elasticnet_tier1,23.000128135339544,32.59174116601698,16.63179796502679,8758
