bucket,mae,rmse,median_ae,n
negative_price,44.906292599569326,67.07293640628276,36.50242309220913,301
price_gt_200,56.10776846500719,75.43044192771015,48.81147489154229,112
price_gt_500,353.33091503363494,353.33091503363494,353.33091503363494,1
