bucket,mae,rmse,median_ae,n
negative_price,35.38060827464017,45.38550105321815,27.70475517772695,457
price_gt_200,147.03546459516136,187.06021130103542,106.42576838691056,129
price_gt_500,368.48639843224475,379.2743553162497,364.3319011729912,15
