timestamp_utc,prediction,forecast_q10,forecast_q90,fold
2025-11-24 05:00:00+00:00,100.52491760253906,82.40787316894532,126.49750527954102,regime_stress_test
2025-11-24 06:00:00+00:00,116.68675994873048,98.56971551513674,142.65934762573244,regime_stress_test
2025-11-24 07:00:00+00:00,122.42440032958984,104.3073558959961,148.3969880065918,regime_stress_test
2025-11-24 08:00:00+00:00,116.0863265991211,97.96928216552735,142.05891427612306,regime_stress_test
2025-11-24 09:00:00+00:00,111.15670013427734,93.0396557006836,137.1292878112793,regime_stress_test
2025-11-24 10:00:00+00:00,112.70052337646484,94.5834789428711,138.6731110534668,regime_stress_test
2025-11-24 11:00:00+00:00,112.19940948486328,94.08236505126953,138.17199716186525,regime_stress_test
2025-11-24 12:00:00+00:00,115.71539306640624,97.59834863281249,141.6879807434082,regime_stress_test
2025-11-24 13:00:00+00:00,121.70330810546876,103.58626367187502,147.67589578247072,regime_stress_test
2025-11-24 14:00:00+00:00,130.66757202148438,112.55052758789063,156.64015969848634,regime_stress_test
2025-11-24 15:00:00+00:00,134.09901428222656,115.98196984863282,160.07160195922853,regime_stress_test
2025-11-24 16:00:00+00:00,149.0520477294922,130.93500329589844,175.02463540649416,regime_stress_test
2025-11-24 17:00:00+00:00,163.6666717529297,145.54962731933594,189.63925942993166,regime_stress_test
2025-11-24 18:00:00+00:00,144.91490173339844,126.79785729980469,170.8874894104004,regime_stress_test
2025-11-24 19:00:00+00:00,129.1845703125,111.06752587890625,155.15715798950197,regime_stress_test
2025-11-24 20:00:00+00:00,122.96627044677734,104.8492260131836,148.9388581237793,regime_stress_test
2025-11-24 21:00:00+00:00,120.0418701171875,101.92482568359375,146.01445779418947,regime_stress_test
2025-11-24 22:00:00+00:00,106.27752685546876,88.16048242187502,132.25011453247072,regime_stress_test
2025-11-24 23:00:00+00:00,99.62183380126952,81.50478936767577,125.2756110229492,regime_stress_test
2025-11-25 00:00:00+00:00,94.28520965576172,76.16816522216797,119.93898687744141,regime_stress_test
2025-11-25 01:00:00+00:00,95.1281280517578,77.01108361816405,120.78190527343749,regime_stress_test
2025-11-25 02:00:00+00:00,95.49876403808594,77.38171960449219,121.15254125976563,regime_stress_test
2025-11-25 03:00:00+00:00,98.24840545654295,80.1313610229492,123.90218267822264,regime_stress_test
2025-11-25 04:00:00+00:00,108.22789764404295,90.1108532104492,133.88167486572263,regime_stress_test
2025-11-25 05:00:00+00:00,117.4310302734375,99.31398583984375,143.0848074951172,regime_stress_test
2025-11-25 06:00:00+00:00,148.500244140625,130.38319970703125,174.1540213623047,regime_stress_test
2025-11-25 07:00:00+00:00,158.8453369140625,140.72829248046875,184.4991141357422,regime_stress_test
2025-11-25 08:00:00+00:00,156.68800354003906,138.57095910644532,182.34178076171875,regime_stress_test
2025-11-25 09:00:00+00:00,160.3524169921875,142.23537255859375,186.0061942138672,regime_stress_test
2025-11-25 10:00:00+00:00,175.2671661376953,157.15012170410157,200.920943359375,regime_stress_test
2025-11-25 11:00:00+00:00,164.80270385742188,146.68565942382813,190.45648107910156,regime_stress_test
2025-11-25 12:00:00+00:00,174.8498077392578,156.73276330566407,200.5035849609375,regime_stress_test
2025-11-25 13:00:00+00:00,188.8727264404297,170.75568200683594,214.52650366210938,regime_stress_test
2025-11-25 14:00:00+00:00,201.53607177734372,183.41902734374997,227.1898489990234,regime_stress_test
2025-11-25 15:00:00+00:00,224.28292846679688,206.16588403320313,249.93670568847656,regime_stress_test
2025-11-25 16:00:00+00:00,269.2242431640625,251.10719873046875,294.87802038574216,regime_stress_test
2025-11-25 17:00:00+00:00,236.41293334960935,218.2958889160156,262.06671057128904,regime_stress_test
2025-11-25 18:00:00+00:00,200.27479553222656,182.15775109863282,225.92857275390625,regime_stress_test
2025-11-25 19:00:00+00:00,164.82521057128906,146.70816613769532,190.47898779296875,regime_stress_test
2025-11-25 20:00:00+00:00,146.20700073242188,128.08995629882813,171.86077795410156,regime_stress_test
2025-11-25 21:00:00+00:00,139.26051330566406,121.14346887207032,164.91429052734375,regime_stress_test
2025-11-25 22:00:00+00:00,123.7186508178711,105.60160638427735,149.37242803955078,regime_stress_test
2025-11-25 23:00:00+00:00,117.3548355102539,98.95181988525391,144.74802478027345,regime_stress_test
2025-11-26 00:00:00+00:00,113.48763275146484,95.08461712646485,140.8808220214844,regime_stress_test
2025-11-26 01:00:00+00:00,112.1408920288086,93.7378764038086,139.53408129882814,regime_stress_test
2025-11-26 02:00:00+00:00,112.12664031982422,93.72362469482422,139.51982958984377,regime_stress_test
2025-11-26 03:00:00+00:00,115.1606903076172,96.7576746826172,142.55387957763674,regime_stress_test
2025-11-26 04:00:00+00:00,122.59123992919922,104.18822430419922,149.98442919921877,regime_stress_test
2025-11-26 05:00:00+00:00,139.49673461914062,121.09371899414063,166.88992388916017,regime_stress_test
