model,n,pooled_coverage,pooled_frac_below,pooled_frac_above,mean_width,median_width,interval_score
xgboost_full,25938,0.7892281594571671,0.10683167553396561,0.1039401650088673,47.124910781314014,45.8466745605469,81.43995116105182
xgboost_tier1,25938,0.8028760891356311,0.09761739532731899,0.0995065155370499,73.08135090236037,70.79597435343268,118.65622283129109
