fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,8230,0.8,0.8048602673147023,0.08809234507897934,0.10704738760631835
fold_2,8782,0.8,0.7849009337280801,0.11910726485994079,0.09599180141197905
fold_3,6551,0.8,0.7855289268813922,0.09876354754999236,0.11570752556861548
regime_stress_test,2207,0.8,0.7806977797915723,0.12550974173085636,0.09379247847757137
