fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,7678,0.8,0.8035946861161761,0.07892680385517062,0.1174785100286533
fold_2,8782,0.8,0.7837622409473924,0.12343429742655432,0.0928034616260533
fold_3,6551,0.8,0.8114791634864906,0.08380399938940619,0.1047168371241032
regime_stress_test,2207,0.8,0.7702763932940644,0.12596284549161757,0.10376076121431808
