fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,6574,0.8,0.7847581381198662,0.076057195010648,0.13918466686948586
fold_2,8782,0.8,0.8005010248235026,0.12730585288089274,0.07219312229560465
fold_3,6551,0.8,0.80033582659136,0.09174171882155396,0.10792245458708594
regime_stress_test,2207,0.8,0.8246488445854101,0.057997281377435435,0.11735387403715451
