window_days,n_warmup,pooled_coverage,pooled_frac_below,pooled_frac_above,mean_width,median_width,interval_score
60,360,0.7911943866142339,0.10602205258693809,0.10278356079882797,47.10688040837802,45.83860084533691,80.82847541896784
90,528,0.7910748932867676,0.1045789677920062,0.10434613892122623,47.67734837972004,46.276192905426036,81.84235954079098
120,720,0.7908749706779263,0.10313550707639378,0.10598952224567988,48.05457665373614,46.29355065917969,82.61530810698832
180,1080,0.7958204457133793,0.09980965976683322,0.10436989451978745,48.656275393813566,47.94643826293941,83.48433029606191
365,2184,0.7983743883221365,0.09732935224351,0.10429625943435349,49.42109207492878,49.59942681121826,84.31855267992663
