model,mae,rmse,median_ae,n
lag_24,25.97659073178343,40.32604608292469,14.949999999999989,6409
lag_168,32.12624590419722,48.42209850672174,19.480000000000004,6409
elasticnet_full,18.814724795224876,27.248533559559256,14.059631358423244,6409
elasticnet_tier1,23.101872816089895,33.77978355017858,15.819062132750133,6409
