hour_local,mae,rmse,median_ae,n
0,17.85431862179861,25.420548046363553,12.136284868903644,273
1,17.695192446381352,25.164015784017042,12.388106030028013,265
2,17.37299568085537,24.34404080026089,12.131886363977863,266
3,17.950507399853137,24.729680333127657,13.015650267288379,261
4,17.42577889894529,24.09339654360478,13.643254990066481,265
5,16.992207065757952,23.995515765041343,13.101326159586861,273
6,18.826326521222928,26.386551901675457,13.934212069394889,269
7,24.12782574241192,33.75485946312244,16.137367367551406,273
8,26.1481222801574,38.425579775924824,17.118637257199353,265
9,26.09838561572914,35.36012416789363,19.87583121261281,273
10,26.414291642779375,35.39025789128549,22.444326168241858,273
11,26.811345276927998,35.62592984532646,23.822730556971365,269
12,27.96235256438315,37.15794919401666,23.024709869196837,273
13,28.41665379263039,38.43366169612428,23.167616808484,261
14,27.55743391779477,37.29580391549792,20.87578039016134,241
15,26.15080108974985,34.58291713775,19.40472590829392,241
16,24.194423467266528,35.550459894410416,17.371702124225557,269
17,27.719995971953992,45.77943634421484,15.964717825516942,273
18,25.32369964261359,36.9076127715711,15.598534293255327,269
19,29.928930784796567,49.43003795033558,17.701500389452207,273
20,29.41441655773866,43.06815844795234,19.842224977898667,273
21,22.735021751994115,34.17921649038163,15.163228378387075,269
22,16.43281831167981,23.575985962465094,11.927546764086884,269
23,15.332713897904274,21.372322605814844,11.728724030540903,273
