bucket,mae,rmse,median_ae,n
negative_price,19.90902207815688,27.984229494530528,15.658669481497377,490
price_gt_200,83.7652291869259,106.64967634642034,68.86961749447111,108
price_gt_500,375.7651759375397,375.7651759375397,375.7651759375397,1
