bucket,mae,rmse,median_ae,n
negative_price,44.17332026409157,61.28002097233089,37.21866874265483,290
price_gt_200,56.99397875928923,76.52164973195521,50.217452903125874,106
price_gt_500,353.08190297969406,353.08190297969406,353.08190297969406,1
