bucket,mae,rmse,median_ae,n
negative_price,20.361039454279567,26.356619518404173,18.340907762837254,437
price_gt_200,128.67716680420511,172.17698038173916,86.2903988141831,129
price_gt_500,354.050728259576,365.74161133518817,347.3601097372204,15
