bucket,mae,rmse,median_ae,n
negative_price,30.67883110816007,40.39513355120561,24.63694398523896,490
price_gt_200,101.04568625609856,122.9096579506389,82.62061960556322,108
price_gt_500,413.8875586623489,413.8875586623489,413.8875586623489,1
