model,mae,rmse,median_ae,n
lag_24,27.661256581256584,44.265464824797405,17.159999999999997,8547
lag_168,32.535260325260325,54.776223560875096,21.17,8547
elasticnet_full,20.907741354552293,33.61048744736115,15.997608958645529,8547
elasticnet_tier1,24.547228178626522,38.59650588388051,17.29869775084402,8547
