bucket,mae,rmse,median_ae,n
negative_price,46.86703448275862,74.15524979671899,35.3,290
price_gt_200,59.875188679245284,83.82945915188832,53.920000000000016,106
price_gt_500,373.66999999999996,373.66999999999996,373.66999999999996,1
