hour_local,mae,rmse,median_ae,n
0,19.039124483597632,24.75557989143026,15.713198918655792,362
1,18.82843733922802,24.100438362043594,16.72677381450532,357
2,19.24740931854447,24.05107122397587,17.726694362256325,358
3,19.38905227325761,24.275316435994704,17.967850267277413,361
4,18.850536794927734,23.658638996044107,16.543753801036047,345
5,18.91403406911154,24.523751369239065,15.615208923953915,353
6,18.74189849276612,25.066173363238665,15.174857794889945,353
7,23.638629880362465,38.272959458025866,16.35241940384742,353
8,21.94107156491833,37.206986563846684,14.945607830667313,345
9,19.900345456991634,34.05501895410351,14.734995938431865,358
10,19.051139261552034,30.247362211135826,14.118966934823796,360
11,20.575995252967104,29.589189291674458,16.615771014111566,353
12,20.7228395666965,29.082179954396665,17.589114404481926,353
13,21.374044667196774,30.55008831360588,16.80436440256014,357
14,21.004136840469144,31.21716144521901,17.01776770193434,334
15,20.953515867352635,36.56898496188834,15.176668874150328,350
16,22.829366497149273,45.61003044588208,14.62673966872865,360
17,24.77929079491597,56.05447083352781,14.205031533007382,364
18,25.827602485925716,49.801822593567344,15.566776782236772,360
19,27.673178919047643,47.95528827493981,16.525541127806626,360
20,24.714509681961026,37.1458284577417,18.468426974230837,364
21,18.56019904365662,24.470868913991183,14.614219547727714,364
22,17.48353885866209,22.611003716625437,15.40358308101294,360
23,17.62807870057861,22.742944002669624,14.181281021880693,363
