bucket,mae,rmse,median_ae,n
negative_price,28.459615946466197,43.30380868964391,21.94173773705107,290
price_gt_200,42.422650629103536,64.10132230312819,29.59062788866825,106
price_gt_500,336.5373465939432,336.5373465939432,336.5373465939432,1
