hour_local,mae,rmse,median_ae,n
0,21.311017968760776,28.34300901694085,15.96490641389532,362
1,20.540561463334992,26.976279531512876,15.752482882381358,357
2,20.80833564236972,27.069566372041557,15.827000152634106,358
3,21.303357813810305,27.606957637810655,17.23625593606255,361
4,21.00301373903931,27.185373810491356,17.18561583486499,345
5,20.89222305762239,27.501930281908308,15.910744131715553,353
6,21.23724867557017,28.456864626999618,15.855829394360143,353
7,27.304897226812532,43.35637727138179,17.55023684560804,353
8,26.740233526067627,42.683779047923814,17.67881008212082,345
9,24.03676595696073,39.10247379905976,16.337980372057373,358
10,23.791643949516246,35.68531435786552,17.941302471732016,360
11,24.415328268880216,35.400544852711796,18.22727603526591,353
12,24.994137305250796,35.50036161819887,18.32565397826086,353
13,25.570800591567608,36.54078872647799,19.040202054077014,357
14,25.71801249232578,37.38665370048061,19.10447940758089,334
15,26.941384442781477,43.22698182837905,18.228494117477375,350
16,29.415349237443216,52.32284549735592,19.24542961315686,360
17,31.247250124947836,62.79746675396619,18.913798984251695,364
18,31.64632898312206,56.589972790617765,19.32338093241564,360
19,33.441451432791,54.98148309989109,21.068701870551166,360
20,29.697971764736213,43.467459828271416,21.061211717246614,364
21,20.90110544922286,27.7222919233932,15.726106672905694,364
22,17.899488706322103,23.95409329683636,13.241060454143224,360
23,18.234610837435277,24.481769507753615,13.635904636327638,363
