fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,6575,0.8,0.7840304182509505,0.07604562737642585,0.1399239543726236
fold_2,8782,0.8,0.8000455477112275,0.12764746071509905,0.07230699157367343
fold_3,6551,0.8,0.7995725843382689,0.0920470157227904,0.10838039993894062
regime_stress_test,2207,0.8,0.8246488445854101,0.057997281377435435,0.11735387403715451
