fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,6575,0.8,0.7823574144486692,0.08638783269961978,0.13125475285171104
fold_2,8782,0.8,0.7833067638351173,0.12388977453882942,0.0928034616260533
fold_3,6551,0.8,0.8098000305296901,0.08410929629064265,0.10609067317966722
regime_stress_test,2207,0.8,0.7689170820117807,0.12641594925237878,0.10466696873584051
