fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,6575,0.8,0.7800760456273764,0.09231939163498099,0.1276045627376426
fold_2,8782,0.8,0.7804600318833979,0.12184012753359144,0.0976998405830107
fold_3,6551,0.8,0.7937719432147764,0.0937261486795909,0.11250190810563272
regime_stress_test,2207,0.8,0.7603081105573176,0.13819664703217036,0.10149524241051201
