fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,6575,0.8,0.7796197718631178,0.09688212927756654,0.12349809885931559
fold_2,8782,0.8,0.782965156000911,0.120018219084491,0.09701662491459805
fold_3,6551,0.8,0.7836971454739734,0.09967943825370172,0.11662341627232484
regime_stress_test,2207,0.8,0.775713638423199,0.12777526053466243,0.09651110104213866
