fold,n,nominal_coverage,empirical_coverage,frac_below_lower,frac_above_upper
fold_1,6575,0.8,0.7796197718631178,0.10083650190114068,0.11954372623574144
fold_2,8782,0.8,0.7861534957868367,0.11546344796173992,0.09838305625142336
fold_3,6551,0.8,0.7775912074492444,0.10853304838955885,0.11387574416119677
regime_stress_test,2207,0.8,0.790666062528319,0.11508835523334844,0.09424558223833258
