delivery_date,n_hours,oracle_pnl,S0_traded,S0_i,S0_j,S0_net_pnl,S0_gross_pnl,S1_traded,S1_i,S1_j,S1_net_pnl,S1_gross_pnl,S2_traded,S2_i,S2_j,S2_net_pnl,S2_gross_pnl,S3_traded,S3_i,S3_j,S3_net_pnl,S3_gross_pnl,S4_traded,S4_i,S4_j,S4_net_pnl,S4_gross_pnl,S5_traded,S5_i,S5_j,S5_net_pnl,S5_gross_pnl
2023-01-16,24,65.59300000000002,False,,,0.0,0.0,True,14.0,23.0,-73.16000000000001,-64.66000000000001,True,0.0,8.0,61.68300000000002,70.18300000000002,False,,,0.0,0.0,True,3.0,9.0,54.399999999999984,62.899999999999984,False,,,0.0,0.0
2023-01-17,24,34.17100000000001,False,,,0.0,0.0,True,3.0,8.0,8.361999999999995,16.861999999999995,True,3.0,18.0,25.819999999999993,34.31999999999999,False,,,0.0,0.0,True,3.0,9.0,-2.740000000000009,5.759999999999991,False,,,0.0,0.0
2023-01-18,24,3.658999999999992,False,,,0.0,0.0,True,3.0,17.0,-16.12200000000003,-7.622000000000028,True,1.0,17.0,-17.93200000000003,-9.43200000000003,False,,,0.0,0.0,True,3.0,17.0,-16.12200000000003,-7.622000000000028,False,,,0.0,0.0
2023-01-19,24,31.47099999999999,False,,,0.0,0.0,True,4.0,8.0,4.310999999999993,12.810999999999993,True,2.0,17.0,25.64099999999999,34.14099999999999,False,,,0.0,0.0,True,1.0,8.0,-3.5290000000000106,4.970999999999989,False,,,0.0,0.0
2023-01-20,24,13.602000000000004,False,,,0.0,0.0,True,4.0,17.0,-7.725999999999999,0.7740000000000009,True,1.0,17.0,-7.246000000000009,1.2539999999999907,False,,,0.0,0.0,True,4.0,17.0,-7.725999999999999,0.7740000000000009,False,,,0.0,0.0
2023-01-21,24,0.0,False,,,0.0,0.0,True,2.0,8.0,-41.95400000000001,-33.45400000000001,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0
2023-01-22,24,16.178999999999988,False,,,0.0,0.0,False,,,0.0,0.0,True,5.0,18.0,15.158999999999978,23.658999999999978,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0
2023-01-23,24,33.06399999999999,False,,,0.0,0.0,True,2.0,18.0,16.748999999999967,25.248999999999967,True,2.0,8.0,23.644000000000005,32.144000000000005,False,,,0.0,0.0,True,2.0,18.0,16.748999999999967,25.248999999999967,False,,,0.0,0.0
2023-01-24,24,21.950999999999993,False,,,0.0,0.0,True,3.0,9.0,21.950999999999993,30.450999999999993,True,2.0,17.0,11.710000000000008,20.210000000000008,False,,,0.0,0.0,True,2.0,9.0,16.211000000000013,24.711000000000013,False,,,0.0,0.0
2023-01-25,24,2.328000000000003,False,,,0.0,0.0,True,3.0,9.0,1.4300000000000068,9.930000000000007,True,4.0,9.0,2.3000000000000114,10.800000000000011,False,,,0.0,0.0,True,3.0,8.0,1.4579999999999984,9.957999999999998,False,,,0.0,0.0
2023-01-26,24,0.0,False,,,0.0,0.0,True,4.0,8.0,-5.2450000000000045,3.2549999999999955,True,3.0,9.0,-1.0930000000000177,7.406999999999982,False,,,0.0,0.0,True,4.0,8.0,-5.2450000000000045,3.2549999999999955,False,,,0.0,0.0
2023-01-27,24,6.879999999999981,False,,,0.0,0.0,False,,,0.0,0.0,True,3.0,10.0,2.8900000000000006,11.39,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0
2023-01-28,24,0.0,False,,,0.0,0.0,True,3.0,18.0,-16.248000000000005,-7.748000000000005,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0
2023-01-29,24,0.0,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0
2023-01-30,24,70.32,False,,,0.0,0.0,False,,,0.0,0.0,True,2.0,18.0,53.833000000000006,62.333000000000006,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0
2023-01-31,24,25.57599999999998,False,,,0.0,0.0,True,3.0,8.0,18.675999999999988,27.175999999999988,True,0.0,8.0,25.57599999999998,34.07599999999998,False,,,0.0,0.0,True,2.0,8.0,21.43599999999998,29.93599999999998,False,,,0.0,0.0
2023-02-01,24,18.427999999999983,False,,,0.0,0.0,True,0.0,8.0,-3.9220000000000113,4.577999999999989,True,2.0,8.0,10.327999999999989,18.82799999999999,False,,,0.0,0.0,True,2.0,8.0,10.327999999999989,18.82799999999999,False,,,0.0,0.0
2023-02-02,24,51.914,False,,,0.0,0.0,True,4.0,8.0,21.858999999999995,30.358999999999995,True,2.0,17.0,44.868999999999986,53.368999999999986,True,2.0,17.0,44.868999999999986,53.368999999999986,True,4.0,8.0,21.858999999999995,30.358999999999995,False,,,0.0,0.0
