delivery_date,n_hours,oracle_pnl,S0_traded,S0_i,S0_j,S0_net_pnl,S0_gross_pnl,S1_traded,S1_i,S1_j,S1_net_pnl,S1_gross_pnl,S2_traded,S2_i,S2_j,S2_net_pnl,S2_gross_pnl,S3_traded,S3_i,S3_j,S3_net_pnl,S3_gross_pnl,S4_traded,S4_i,S4_j,S4_net_pnl,S4_gross_pnl,S5_traded,S5_i,S5_j,S5_net_pnl,S5_gross_pnl
2023-01-16,24,95.81080000000001,False,,,0.0,0.0,True,14.0,23.0,-59.792,-40.592,True,0.0,8.0,91.90080000000002,111.10080000000002,True,0.0,8.0,91.90080000000002,111.10080000000002,True,3.0,9.0,81.10000000000001,100.30000000000001,False,,,0.0,0.0
2023-01-17,24,65.01360000000003,False,,,0.0,0.0,True,3.0,8.0,31.0932,50.2932,True,3.0,18.0,54.03800000000001,73.23800000000001,True,3.0,18.0,54.03800000000001,73.23800000000001,True,3.0,9.0,16.502,35.702,False,,,0.0,0.0
2023-01-18,24,34.46640000000001,False,,,0.0,0.0,True,3.0,17.0,9.398799999999984,28.598799999999983,True,1.0,17.0,7.588799999999981,26.78879999999998,False,,,0.0,0.0,True,3.0,17.0,9.398799999999984,28.598799999999983,False,,,0.0,0.0
2023-01-19,24,64.4916,False,,,0.0,0.0,True,4.0,8.0,28.79560000000001,47.99560000000001,True,2.0,17.0,58.66160000000001,77.86160000000001,False,,,0.0,0.0,True,1.0,8.0,20.955600000000008,40.15560000000001,False,,,0.0,0.0
2023-01-20,24,54.6152,False,,,0.0,0.0,True,4.0,17.0,27.382400000000008,46.58240000000001,True,1.0,17.0,27.862399999999997,47.0624,True,2.0,17.0,29.9224,49.1224,True,4.0,17.0,27.382400000000008,46.58240000000001,False,,,0.0,0.0
2023-01-21,24,14.908800000000003,False,,,0.0,0.0,True,2.0,8.0,-19.1084,0.09159999999999968,True,4.0,8.0,-10.158400000000011,9.041599999999988,False,,,0.0,0.0,True,4.0,18.0,14.138799999999993,33.33879999999999,False,,,0.0,0.0
2023-01-22,24,49.93440000000001,False,,,0.0,0.0,True,6.0,18.0,39.10440000000001,58.304400000000015,True,5.0,18.0,48.9144,68.1144,False,,,0.0,0.0,True,6.0,18.0,39.10440000000001,58.304400000000015,False,,,0.0,0.0
2023-01-23,24,81.81240000000004,False,,,0.0,0.0,True,2.0,18.0,60.624399999999994,79.8244,True,2.0,8.0,69.6864,88.88640000000001,True,2.0,8.0,69.6864,88.88640000000001,True,2.0,18.0,60.624399999999994,79.8244,False,,,0.0,0.0
2023-01-24,24,67.6656,False,,,0.0,0.0,True,3.0,9.0,67.6656,86.8656,True,2.0,17.0,56.010000000000005,75.21000000000001,True,2.0,17.0,56.010000000000005,75.21000000000001,True,2.0,9.0,61.92560000000002,81.12560000000002,False,,,0.0,0.0
2023-01-25,24,41.13680000000001,False,,,0.0,0.0,True,3.0,9.0,40.230000000000004,59.43000000000001,True,4.0,9.0,41.10000000000001,60.30000000000001,False,,,0.0,0.0,True,3.0,8.0,40.2668,59.466800000000006,False,,,0.0,0.0
2023-01-26,24,32.8472,False,,,0.0,0.0,True,4.0,8.0,27.824,47.024,True,3.0,9.0,32.8472,52.047200000000004,False,,,0.0,0.0,True,4.0,8.0,27.824,47.024,False,,,0.0,0.0
2023-01-27,24,40.334,False,,,0.0,0.0,True,3.0,9.0,38.944800000000015,58.14480000000002,True,3.0,10.0,35.09,54.290000000000006,False,,,0.0,0.0,True,2.0,9.0,33.73480000000002,52.934800000000024,False,,,0.0,0.0
2023-01-28,24,18.1052,False,,,0.0,0.0,True,3.0,18.0,11.345199999999995,30.545199999999994,True,4.0,9.0,2.8672000000000146,22.067200000000014,False,,,0.0,0.0,True,3.0,18.0,11.345199999999995,30.545199999999994,False,,,0.0,0.0
2023-01-29,24,9.478799999999996,False,,,0.0,0.0,True,5.0,18.0,-1.23879999999998,17.96120000000002,False,,,0.0,0.0,False,,,0.0,0.0,True,8.0,18.0,-26.178799999999978,-6.978799999999978,False,,,0.0,0.0
2023-01-30,24,85.03,False,,,0.0,0.0,True,13.0,17.0,-11.849599999999992,7.350400000000008,True,2.0,18.0,64.31680000000001,83.51680000000002,False,,,0.0,0.0,True,2.0,9.0,68.466,87.666,False,,,0.0,0.0
2023-01-31,24,55.13159999999999,False,,,0.0,0.0,True,3.0,8.0,48.2316,67.4316,True,0.0,8.0,55.13159999999999,74.3316,False,,,0.0,0.0,True,2.0,8.0,50.99159999999999,70.1916,False,,,0.0,0.0
2023-02-01,24,34.29079999999999,False,,,0.0,0.0,True,0.0,8.0,11.9408,31.1408,True,2.0,8.0,26.1908,45.3908,False,,,0.0,0.0,True,2.0,8.0,26.1908,45.3908,False,,,0.0,0.0
2023-02-02,24,81.50040000000001,False,,,0.0,0.0,True,4.0,8.0,48.530400000000014,67.73040000000002,True,2.0,17.0,73.36639999999998,92.56639999999999,True,2.0,17.0,73.36639999999998,92.56639999999999,True,4.0,8.0,48.530400000000014,67.73040000000002,False,,,0.0,0.0
2023-02-03,24,1.208400000000001,False,,,0.0,0.0,True,1.0,18.0,-15.031599999999994,4.168400000000005,True,5.0,18.0,-3.781599999999994,15.418400000000005,False,,,0.0,0.0,True,1.0,18.0,-15.031599999999994,4.168400000000005,False,,,0.0,0.0
2023-02-04,24,50.8672,False,,,0.0,0.0,True,4.0,18.0,24.847200000000004,44.047200000000004,True,0.0,18.0,50.8672,70.0672,False,,,0.0,0.0,False,,,0.0,0.0,False,,,0.0,0.0
2023-02-05,24,31.51480000000001,False,,,0.0,0.0,True,0.0,18.0,3.014800000000026,22.214800000000025,True,5.0,18.0,25.25480000000002,44.45480000000002,False,,,0.0,0.0,True,1.0,18.0,1.554800000000018,20.754800000000017,False,,,0.0,0.0
2023-02-06,24,37.12000000000002,False,,,0.0,0.0,True,13.0,18.0,16.06000000000002,35.26000000000002,True,4.0,18.0,37.12000000000002,56.32000000000002,False,,,0.0,0.0,True,5.0,18.0,28.29000000000001,47.49000000000001,False,,,0.0,0.0
2023-02-07,24,71.89199999999998,False,,,0.0,0.0,True,4.0,18.0,65.152,84.352,True,3.0,18.0,67.312,86.512,False,,,0.0,0.0,True,2.0,18.0,66.33200000000001,85.53200000000001,False,,,0.0,0.0
2023-02-08,24,33.7248,False,,,0.0,0.0,True,13.0,18.0,32.894000000000005,52.09400000000001,True,12.0,17.0,25.120800000000006,44.320800000000006,False,,,0.0,0.0,True,4.0,18.0,11.884000000000004,31.084000000000003,False,,,0.0,0.0
2023-02-09,24,31.74320000000002,False,,,0.0,0.0,True,4.0,8.0,19.508400000000012,38.70840000000001,True,2.0,18.0,18.703600000000012,37.90360000000001,False,,,0.0,0.0,True,3.0,8.0,24.518400000000018,43.71840000000002,False,,,0.0,0.0
2023-02-10,24,45.0116,False,,,0.0,0.0,True,0.0,7.0,29.147200000000016,48.347200000000015,True,0.0,8.0,38.6416,57.8416,False,,,0.0,0.0,True,0.0,8.0,38.6416,57.8416,False,,,0.0,0.0
2023-02-11,24,41.544799999999995,False,,,0.0,0.0,True,2.0,8.0,-18.550400000000007,0.6495999999999924,True,3.0,18.0,39.49679999999999,58.696799999999996,False,,,0.0,0.0,True,2.0,8.0,-18.550400000000007,0.6495999999999924,False,,,0.0,0.0
2023-02-12,24,28.71080000000001,False,,,0.0,0.0,True,5.0,17.0,7.766799999999993,26.966799999999992,True,4.0,18.0,16.449199999999994,35.64919999999999,False,,,0.0,0.0,True,10.0,18.0,-10.650800000000014,8.549199999999985,False,,,0.0,0.0
2023-02-13,24,55.81600000000002,False,,,0.0,0.0,True,6.0,19.0,7.682000000000006,26.882000000000005,True,1.0,18.0,52.176,71.376,True,1.0,18.0,52.176,71.376,True,4.0,18.0,54.016000000000005,73.21600000000001,False,,,0.0,0.0
2023-02-14,24,39.38080000000001,False,,,0.0,0.0,True,3.0,18.0,32.6708,51.8708,True,3.0,18.0,32.6708,51.8708,True,3.0,18.0,32.6708,51.8708,True,1.0,18.0,32.47080000000001,51.670800000000014,False,,,0.0,0.0
2023-02-15,24,27.799200000000003,False,,,0.0,0.0,True,13.0,18.0,18.988400000000016,38.188400000000016,True,2.0,8.0,24.4592,43.6592,False,,,0.0,0.0,True,1.0,8.0,23.50920000000001,42.70920000000001,False,,,0.0,0.0
2023-02-16,24,29.25280000000001,False,,,0.0,0.0,True,4.0,8.0,27.11280000000001,46.31280000000001,True,1.0,7.0,16.500000000000004,35.7,False,,,0.0,0.0,True,4.0,8.0,27.11280000000001,46.31280000000001,False,,,0.0,0.0
2023-02-17,24,30.377599999999997,False,,,0.0,0.0,True,0.0,8.0,-5.741999999999987,13.458000000000013,True,3.0,7.0,7.518000000000004,26.718000000000004,False,,,0.0,0.0,True,2.0,8.0,7.598000000000017,26.798000000000016,False,,,0.0,0.0
2023-02-18,24,90.614,False,,,0.0,0.0,True,15.0,18.0,19.513600000000014,38.713600000000014,True,2.0,18.0,80.29360000000001,99.49360000000001,False,,,0.0,0.0,True,14.0,18.0,29.743600000000004,48.9436,False,,,0.0,0.0
2023-02-19,24,34.25399999999999,False,,,0.0,0.0,True,0.0,19.0,17.46959999999999,36.66959999999999,True,4.0,19.0,33.959599999999995,53.1596,False,,,0.0,0.0,True,1.0,19.0,22.38959999999999,41.58959999999999,False,,,0.0,0.0
2023-02-20,24,62.326800000000006,False,,,0.0,0.0,True,4.0,18.0,55.206800000000015,74.40680000000002,True,13.0,18.0,62.326800000000006,81.52680000000001,True,13.0,18.0,62.326800000000006,81.52680000000001,True,3.0,18.0,50.33680000000001,69.53680000000001,False,,,0.0,0.0
2023-02-21,24,98.66960000000002,False,,,0.0,0.0,True,13.0,18.0,30.53960000000001,49.73960000000001,True,1.0,18.0,98.66960000000002,117.86960000000002,True,1.0,18.0,98.66960000000002,117.86960000000002,True,4.0,18.0,75.5296,94.7296,False,,,0.0,0.0
2023-02-22,24,17.7328,False,,,0.0,0.0,True,1.0,18.0,13.27,32.47,True,2.0,18.0,16.500000000000004,35.7,False,,,0.0,0.0,True,3.0,18.0,13.27,32.47,False,,,0.0,0.0
2023-02-23,24,19.853600000000018,False,,,0.0,0.0,True,2.0,8.0,15.633600000000019,34.83360000000002,True,1.0,8.0,13.233600000000013,32.43360000000001,False,,,0.0,0.0,True,2.0,18.0,3.802399999999995,23.002399999999994,False,,,0.0,0.0
2023-02-24,24,8.68600000000001,False,,,0.0,0.0,True,3.0,8.0,8.63999999999999,27.83999999999999,True,3.0,7.0,8.68600000000001,27.88600000000001,False,,,0.0,0.0,True,4.0,7.0,5.896000000000019,25.096000000000018,False,,,0.0,0.0
2023-02-25,24,61.46159999999999,False,,,0.0,0.0,True,3.0,7.0,-16.7176,2.4823999999999984,True,14.0,18.0,43.6816,62.8816,False,,,0.0,0.0,True,3.0,18.0,31.131599999999995,50.331599999999995,False,,,0.0,0.0
2023-02-26,24,70.1572,False,,,0.0,0.0,True,13.0,18.0,67.204,86.404,True,13.0,18.0,67.204,86.404,False,,,0.0,0.0,True,13.0,18.0,67.204,86.404,False,,,0.0,0.0
2023-02-27,24,43.028000000000006,False,,,0.0,0.0,True,13.0,19.0,27.577999999999992,46.77799999999999,True,1.0,18.0,22.69920000000001,41.89920000000001,False,,,0.0,0.0,True,13.0,18.0,20.089199999999995,39.289199999999994,False,,,0.0,0.0
