delivery_date,n_hours,oracle_pnl,S0_traded,S0_i,S0_j,S0_net_pnl,S0_gross_pnl,S1_traded,S1_i,S1_j,S1_net_pnl,S1_gross_pnl,S2_traded,S2_i,S2_j,S2_net_pnl,S2_gross_pnl,S3_traded,S3_i,S3_j,S3_net_pnl,S3_gross_pnl,S4_traded,S4_i,S4_j,S4_net_pnl,S4_gross_pnl,S5_traded,S5_i,S5_j,S5_net_pnl,S5_gross_pnl
2023-01-16,24,86.21080000000002,False,,,0.0,0.0,True,14.0,23.0,-69.392,-40.592,True,0.0,8.0,82.30080000000002,111.10080000000002,False,,,0.0,0.0,True,3.0,9.0,71.50000000000001,100.30000000000001,False,,,0.0,0.0
2023-01-17,24,55.41360000000003,False,,,0.0,0.0,True,3.0,8.0,21.4932,50.2932,True,3.0,18.0,44.43800000000002,73.23800000000001,True,3.0,18.0,44.43800000000002,73.23800000000001,True,3.0,9.0,6.902000000000001,35.702,False,,,0.0,0.0
2023-01-18,24,24.866400000000013,False,,,0.0,0.0,True,3.0,17.0,-0.20120000000001426,28.598799999999983,True,1.0,17.0,-2.0112000000000165,26.78879999999998,False,,,0.0,0.0,True,3.0,17.0,-0.20120000000001426,28.598799999999983,False,,,0.0,0.0
2023-01-19,24,54.89160000000001,False,,,0.0,0.0,True,4.0,8.0,19.195600000000013,47.99560000000001,True,2.0,17.0,49.06160000000001,77.86160000000001,False,,,0.0,0.0,True,1.0,8.0,11.35560000000001,40.15560000000001,False,,,0.0,0.0
2023-01-20,24,45.01520000000001,False,,,0.0,0.0,True,4.0,17.0,17.78240000000001,46.58240000000001,True,1.0,17.0,18.2624,47.0624,False,,,0.0,0.0,True,4.0,17.0,17.78240000000001,46.58240000000001,False,,,0.0,0.0
2023-01-21,24,5.308800000000005,False,,,0.0,0.0,True,2.0,8.0,-28.708399999999997,0.09159999999999968,True,4.0,8.0,-19.75840000000001,9.041599999999988,False,,,0.0,0.0,True,4.0,18.0,4.538799999999995,33.33879999999999,False,,,0.0,0.0
2023-01-22,24,40.33440000000002,False,,,0.0,0.0,True,6.0,18.0,29.504400000000018,58.304400000000015,True,5.0,18.0,39.314400000000006,68.1144,False,,,0.0,0.0,True,6.0,18.0,29.504400000000018,58.304400000000015,False,,,0.0,0.0
2023-01-23,24,72.21240000000004,False,,,0.0,0.0,True,2.0,18.0,51.0244,79.8244,True,2.0,8.0,60.08640000000001,88.88640000000001,False,,,0.0,0.0,True,2.0,18.0,51.0244,79.8244,False,,,0.0,0.0
2023-01-24,24,58.0656,False,,,0.0,0.0,True,3.0,9.0,58.0656,86.8656,True,2.0,17.0,46.41000000000001,75.21000000000001,True,2.0,17.0,46.41000000000001,75.21000000000001,True,2.0,9.0,52.32560000000002,81.12560000000002,False,,,0.0,0.0
2023-01-25,24,31.536800000000014,False,,,0.0,0.0,True,3.0,9.0,30.63000000000001,59.43000000000001,True,4.0,9.0,31.500000000000014,60.30000000000001,False,,,0.0,0.0,True,3.0,8.0,30.66680000000001,59.466800000000006,False,,,0.0,0.0
