delivery_date,n_hours,oracle_pnl,S0_traded,S0_i,S0_j,S0_net_pnl,S0_gross_pnl,S1_traded,S1_i,S1_j,S1_net_pnl,S1_gross_pnl,S2_traded,S2_i,S2_j,S2_net_pnl,S2_gross_pnl,S3_traded,S3_i,S3_j,S3_net_pnl,S3_gross_pnl,S4_traded,S4_i,S4_j,S4_net_pnl,S4_gross_pnl,S5_traded,S5_i,S5_j,S5_net_pnl,S5_gross_pnl
2023-01-16,24,105.41080000000002,False,,,0.0,0.0,True,14.0,23.0,-50.192,-40.592,True,0.0,8.0,101.50080000000003,111.10080000000002,True,0.0,8.0,101.50080000000003,111.10080000000002,True,3,9,90.70000000000002,100.30000000000001,False,,,0.0,0.0
2023-01-17,24,74.61360000000003,False,,,0.0,0.0,True,3.0,8.0,40.6932,50.2932,True,3.0,18.0,63.63800000000001,73.23800000000001,True,3.0,18.0,63.63800000000001,73.23800000000001,True,3,9,26.101999999999997,35.702,False,,,0.0,0.0
2023-01-18,24,44.06640000000001,False,,,0.0,0.0,True,3.0,17.0,18.99879999999998,28.598799999999983,True,1.0,17.0,17.18879999999998,26.78879999999998,True,1.0,17.0,17.18879999999998,26.78879999999998,True,3,17,18.99879999999998,28.598799999999983,False,,,0.0,0.0
2023-01-19,24,74.09160000000001,False,,,0.0,0.0,True,4.0,8.0,38.39560000000001,47.99560000000001,True,2.0,17.0,68.26160000000002,77.86160000000001,True,2.0,17.0,68.26160000000002,77.86160000000001,True,1,8,30.555600000000005,40.15560000000001,False,,,0.0,0.0
2023-01-20,24,64.21520000000001,False,,,0.0,0.0,True,4.0,17.0,36.982400000000005,46.58240000000001,True,1.0,17.0,37.462399999999995,47.0624,True,2.0,17.0,39.5224,49.1224,True,4,17,36.982400000000005,46.58240000000001,False,,,0.0,0.0
2023-01-21,24,24.5088,False,,,0.0,0.0,True,2.0,8.0,-9.5084,0.09159999999999968,True,4.0,8.0,-0.5584000000000113,9.041599999999988,False,,,0.0,0.0,True,4,18,23.73879999999999,33.33879999999999,False,,,0.0,0.0
2023-01-22,24,59.53440000000001,False,,,0.0,0.0,True,6.0,18.0,48.704400000000014,58.304400000000015,True,5.0,18.0,58.5144,68.1144,False,,,0.0,0.0,True,6,18,48.704400000000014,58.304400000000015,False,,,0.0,0.0
2023-01-23,24,91.41240000000005,False,,,0.0,0.0,True,2.0,18.0,70.2244,79.8244,True,2.0,8.0,79.28640000000001,88.88640000000001,True,2.0,8.0,79.28640000000001,88.88640000000001,True,2,18,70.2244,79.8244,False,,,0.0,0.0
2023-01-24,24,77.2656,False,,,0.0,0.0,True,3.0,9.0,77.2656,86.8656,True,2.0,17.0,65.61000000000001,75.21000000000001,True,2.0,17.0,65.61000000000001,75.21000000000001,True,2,9,71.52560000000003,81.12560000000002,False,,,0.0,0.0
2023-01-25,24,50.73680000000001,False,,,0.0,0.0,True,3.0,9.0,49.830000000000005,59.43000000000001,True,4.0,9.0,50.70000000000001,60.30000000000001,False,,,0.0,0.0,True,3,8,49.866800000000005,59.466800000000006,False,,,0.0,0.0
2023-01-26,24,42.4472,False,,,0.0,0.0,True,4.0,8.0,37.424,47.024,True,3.0,9.0,42.4472,52.047200000000004,False,,,0.0,0.0,True,4,8,37.424,47.024,False,,,0.0,0.0
2023-01-27,24,49.934000000000005,False,,,0.0,0.0,True,3.0,9.0,48.544800000000016,58.14480000000002,True,3.0,10.0,44.690000000000005,54.290000000000006,False,,,0.0,0.0,True,2,9,43.33480000000002,52.934800000000024,False,,,0.0,0.0
2023-01-28,24,27.705199999999998,False,,,0.0,0.0,True,3.0,18.0,20.945199999999993,30.545199999999994,True,4.0,9.0,12.467200000000014,22.067200000000014,False,,,0.0,0.0,True,3,18,20.945199999999993,30.545199999999994,False,,,0.0,0.0
