bucket,mae,rmse,median_ae,n
negative_price,45.824591091931275,53.247107958494354,42.634049339294435,437
price_gt_200,141.85617661587025,177.11345841992252,106.03183532714843,129
price_gt_500,363.26529252115887,374.6199173845103,367.5843298339844,15
