bucket,mae,rmse,median_ae,n
negative_price,18.916379113262067,34.73954299383177,12.374132537841795,290
price_gt_200,37.41362345281636,61.392932947205566,20.526580200195312,106
price_gt_500,334.832255859375,334.832255859375,334.832255859375,1
