hour_local,mae,rmse,median_ae,n
0,20.262199969448883,29.546987130719376,14.207407150268551,364
1,20.485387054295423,30.426394243509982,12.404485015869142,361
2,20.242654484723673,29.895470740320718,12.649358825683592,341
3,21.51282190159087,31.457580176173344,14.132430419921874,361
4,21.551866098612297,31.691567229709594,13.042373657226562,357
5,20.624242550184746,29.74402183802723,13.042397766113282,357
6,21.731651235307964,29.952923348197693,14.574200134277348,357
7,24.42908443818349,33.733014634620965,17.184722900390625,353
8,24.003383313031264,32.5595127093423,18.321161499023447,355
9,22.642598249892554,31.136922044628946,15.817049865722652,363
10,24.059696184442846,32.515109464552914,18.081851959228516,362
11,25.71383038074356,34.586768988454565,19.195224609375003,361
12,27.752214769650813,37.82784174872898,21.241390991210935,365
13,30.212045549993643,42.41392098086059,22.618277130126955,365
14,29.97699005717193,40.273801230140634,22.867273864746096,349
15,29.26130682440676,44.285989623195206,20.809433898925782,361
16,25.46684483504622,35.440223989236756,18.413887939453133,365
17,22.78682964715931,31.552819956163244,17.191143798828136,361
18,23.16613876000839,32.71074455356511,16.247396850585943,357
19,28.60871099163734,43.610604167945,20.235773925781245,365
20,25.236622773484843,37.16553591623678,18.611434936523438,361
21,20.649971253667182,28.937347468714403,14.666419677734382,361
22,17.534304334899396,25.25860166202105,11.441163024902337,361
23,17.75541175905165,26.467318393461426,11.194997711181642,364
