bucket,mae,rmse,median_ae,n
negative_price,36.26665033980079,47.46531969182786,30.60797451019287,490
price_gt_200,101.36230103951914,123.25688562584625,82.54492431640625,108
price_gt_500,398.12523498535154,398.12523498535154,398.12523498535154,1
