bucket,mae,rmse,median_ae,n
negative_price,14.321684438982121,19.911434879252827,10.803958320617676,437
price_gt_200,112.68604524834211,150.28439462179094,85.6204772949219,129
price_gt_500,332.9458579101563,344.27923765606954,318.493310546875,15
