hour_local,mae,rmse,median_ae,n
0,14.885879357692959,19.51418816139941,11.673500843048094,364
1,14.348091486537225,19.10200010619483,11.141345214843753,361
2,14.250689654038275,18.55390927246135,11.336648254394532,341
3,14.452348666560948,18.393299812209406,11.515594215393067,361
4,14.340430746559335,18.685655750903933,10.747537536621095,357
5,14.558506415658304,18.922461214375566,11.534431152343757,357
6,16.142988004477417,20.074095525766676,13.807351989746095,357
7,18.997067198604768,24.92400893240809,15.617660522460938,353
8,18.273462839522832,23.65920798412047,14.270233154296875,355
9,17.483705780520914,23.215635368014308,14.146309509277344,363
10,16.61735706848005,22.054632095629625,12.781621704101553,362
11,16.89831699849496,21.736576794525952,13.438406372070311,361
12,17.382783041934445,23.09148775093043,14.003108558654786,365
13,18.36417475347976,26.39169407874783,13.874493827819824,365
14,18.046245444871293,23.888135059972672,15.502879638671871,349
15,19.218018931789413,30.153854871551577,14.832031860351563,361
16,18.127811061984055,23.6922565134305,14.623155212402338,365
17,17.520184806423504,23.203140044402737,13.53055786132812,361
18,17.863776373716295,24.127700903088915,13.854336547851574,357
19,22.430767423446866,34.91729939241259,16.76550476074219,365
20,21.043833036924667,31.12256884522676,16.4376220703125,361
21,17.604981844352555,22.75555890672155,14.887376403808588,361
22,16.017505707344522,20.450344644240143,12.569333496093748,361
23,14.440517046438469,18.91705555790865,12.103002014160158,364
