bucket,mae,rmse,median_ae,n
negative_price,19.39554821009056,30.795656005179328,10.909923782348633,490
price_gt_200,85.43730694240993,108.05276082011133,64.43933532714844,108
price_gt_500,331.0816253662109,331.0816253662109,331.0816253662109,1
