hour_local,mae,rmse,median_ae,n
0,19.095291507362663,25.843962848199226,13.29573608398438,362
1,18.385804403289026,25.01338931677855,12.641385498046873,357
2,18.193019161437476,25.035062200431863,12.743288040161133,358
3,18.400929716115513,25.5151602751012,12.86164611816406,361
4,18.084490470222804,25.14998203834841,12.325976562500003,345
5,17.972612672541025,24.996514685849306,11.96143188476563,353
6,19.274666580546004,26.38643880801699,13.832339172363277,353
7,24.238900704708048,39.849319211577985,15.693411865234367,353
8,23.629748482690342,38.29981130479317,15.637304687500006,345
9,21.788356577963803,35.387602102342605,15.71215240478515,358
10,22.621450804286535,33.63789231835033,16.850795965194703,360
11,24.555926275820642,34.875709001344454,17.679638671874997,353
12,25.64494046193682,36.21069470261312,18.82348960876465,353
13,26.53942820220435,38.02819490069502,19.32500457763672,357
14,26.175966864456672,37.70255705121311,19.250828094482422,334
15,26.56212555174828,41.53776767811623,18.266637859344485,350
16,27.467824042585164,47.390920045256635,17.61141891479492,360
17,28.2226054253421,55.48213963132619,16.177386474609378,364
18,29.295551314883763,51.93585698138516,17.162630615234377,360
19,32.09553218163384,53.47249734791221,20.099236450195313,360
20,28.453732905335478,42.15696221768478,19.595072479248046,364
21,19.55610612974062,26.21335905609339,14.573078613281247,364
22,15.862652778625488,21.718605496929186,11.185012054443355,360
23,16.132276097027066,22.40308705333011,10.722794799804689,363
