hour_local,mae,rmse,median_ae,n
0,27.05488950276243,37.472009830248396,18.015,362
1,27.513837535014,37.663818099570506,18.349999999999994,357
2,27.34519553072625,37.48030247667455,18.089999999999996,358
3,27.694626038781163,37.991827959309234,16.939999999999998,361
4,26.79313043478261,37.129034363333815,15.64,345
5,27.213059490084984,37.24262075700176,17.759999999999998,353
6,28.355212464589233,38.738439938840905,19.439999999999998,353
7,34.31240793201133,57.91005716350042,21.340000000000003,353
8,33.239623188405794,59.94083040678593,20.30000000000001,345
9,32.70821229050279,58.996312662921824,21.145,358
10,32.99111111111111,53.92320367893584,21.775000000000006,360
11,35.12991501416431,53.58471187514411,26.77,353
12,36.43827195467422,53.24865850496052,27.360000000000007,353
13,37.44148459383753,55.28021987079634,27.950000000000003,357
14,34.85098802395209,49.46064602378157,24.185000000000006,334
15,36.553914285714285,62.6618188897468,25.525,350
16,39.69227777777778,78.0626172305854,25.214999999999996,360
17,44.236538461538466,95.89688105540162,23.915,364
18,41.55566666666667,81.6084327716471,24.765,360
19,41.929861111111116,71.26315603880529,26.85000000000001,360
20,36.25728021978022,55.871851901383316,24.154999999999994,364
21,26.32326923076923,35.87741723295717,18.380000000000003,364
22,22.171277777777778,30.987536419233674,14.850000000000001,360
23,23.080798898071624,32.37967797446459,15.659999999999997,363
