bucket,mae,rmse,median_ae,n
negative_price,65.10473662843376,76.03234138375144,60.91867218017578,290
price_gt_200,55.87453986113926,78.28038820472547,45.48626525878906,106
price_gt_500,361.6803546142578,361.6803546142578,361.6803546142578,1
