hour_local,mae,rmse,median_ae,n
0,17.92377289377289,27.33616608433736,10.169999999999987,273
1,17.35381132075472,26.811081840051926,9.070000000000007,265
2,16.975338345864664,25.76721888704585,9.270000000000003,266
3,17.364061302681993,26.332724014484118,9.909999999999997,261
4,16.413849056603773,25.187273658330366,11.11,265
5,17.2378021978022,26.32495266094001,11.409999999999997,273
6,24.591412639405206,34.52296636037672,17.17,269
7,32.95882783882784,45.9448604626285,23.900000000000006,273
8,35.384830188679246,51.43161129111162,24.47,265
9,34.119523809523805,46.94834192128098,23.74000000000001,273
10,30.775970695970695,43.17276699791675,19.400000000000006,273
11,28.72122676579926,41.378696470059786,18.099999999999994,269
12,29.7932967032967,43.80218065807832,20.07,273
13,31.18900383141762,46.49640147984264,18.04,261
14,31.84195020746888,45.80878961754028,19.740000000000002,241
15,30.18435684647303,42.77978877210466,20.33,241
16,27.065167286245348,42.39107071316056,15.679999999999993,269
17,32.47424908424909,54.17106518855803,18.129999999999995,273
18,28.08501858736059,43.836875808720045,15.329999999999998,269
19,33.97065934065934,57.591266352401554,18.650000000000006,273
20,34.28677655677656,50.75803653505298,20.810000000000002,273
21,24.89903345724907,38.82923671399969,15.659999999999997,269
22,15.814386617100372,24.739224314893185,9.39,269
23,14.459194139194139,21.698186669901812,9.459999999999994,273
