hour_local,mae,rmse,median_ae,n
0,17.853297606049093,25.42007863276135,12.126392092158738,273
1,17.69359710402854,25.163390810207368,12.379949916320442,265
2,17.37100373506545,24.342984091488155,12.129441880866992,266
3,17.94854961289877,24.72879025164757,13.016077894189863,261
4,17.42383235377723,24.092043246559108,13.64110023102262,265
5,16.990614752864815,23.99461871987589,13.110553058597901,273
6,18.82618402166625,26.386459192868458,13.937335184929381,269
7,24.127455031513964,33.75493328818092,16.135626332946927,273
8,26.14707163426536,38.42484527019445,17.121792093419742,265
9,26.097928710142266,35.3596648465192,19.887426581665352,273
10,26.414963589932672,35.3903240065119,22.457816654487175,273
11,26.8126575815785,35.626857184808834,23.827466836920692,269
12,27.963996518761473,37.160105262633195,23.047729306508668,273
13,28.41914433635497,38.436619653588764,23.159665628206724,261
14,27.55942843655377,37.29875303869047,20.86863208588767,241
15,26.151935056447375,34.58498923354035,19.419977320976322,241
16,24.195638275487,35.551760108622155,17.360509271141787,269
17,27.720435159739843,45.779882814471286,15.974872085187002,273
18,25.324118813529804,36.908020699547265,15.60451600960998,269
19,29.92986350781181,49.430405872700376,17.709848460449365,273
20,29.41412627440748,43.06831192928429,19.836862844467674,273
21,22.733990490626358,34.178753429445436,15.16850779334358,269
22,16.431141224342312,23.574682962764975,11.946003129325135,269
23,15.331325140730549,21.37092531836945,11.730273158918209,273
