bucket,mae,rmse,median_ae,n
negative_price,43.77672768878718,55.39459884740146,40.010000000000005,437
price_gt_200,157.36131782945736,219.2944948831286,111.17000000000002,129
price_gt_500,504.2726666666667,526.1934721310531,514.3100000000001,15
