bucket,mae,rmse,median_ae,n
negative_price,30.68456215283543,40.4009197550023,24.6431163563111,490
price_gt_200,101.04945889233613,122.91237304360192,82.62494005096718,108
price_gt_500,413.8957655758614,413.8957655758614,413.8957655758614,1
