bucket,mae,rmse,median_ae,n
negative_price,44.17966629283143,61.28469257682823,37.22976391221229,290
price_gt_200,56.99706971140917,76.52411238611057,50.21951389130305,106
price_gt_500,353.0860836901774,353.0860836901774,353.0860836901774,1
