model,mae,rmse,median_ae,n
lag_24,27.661256581256584,44.265464824797405,17.159999999999997,8547
lag_168,32.535260325260325,54.776223560875096,21.17,8547
elasticnet_full,20.89539930937342,33.609438812358384,15.97554355722994,8547
elasticnet_tier1,24.546256138745306,38.59563589673266,17.305206600166407,8547
