bucket,mae,rmse,median_ae,n
negative_price,40.340938775510196,59.381145829295015,26.659999999999997,490
price_gt_200,117.46129629629628,138.66958271506542,97.69999999999999,108
price_gt_500,434.4,434.4,434.4,1
